No,Kecamatan,Desa,Latitude,Longitude,jarak_ke_pusat_kab_km,jarak_ke_centroid_kec_km,jarak_tetangga_terdekat_km,kepadatan_desa_10km,cluster_kmeans,cluster_dbscan,label_prioritas_geografis
138,Muara Wis,Enggelam,-0.135263,116.162556,96.13236447620702,34.43319243572694,20.025401384360748,0,2,-1,Terpencil (Prioritas Sedang)
139,Muara Wis,Lebak Cilong,-0.492774,116.564316,47.105232262322794,25.75488418684349,9.842807755528787,2,0,0,Cukup Terjangkau
140,Muara Wis,Lebak Mantan,-0.433262,116.493245,54.24032351495624,15.66979895768578,6.034840279255765,3,0,0,Cukup Terjangkau
141,Muara Wis,Melintang,-0.264201,116.398341,66.88167834541537,6.139369254291412,7.841523872020618,5,0,0,Cukup Terjangkau
142,Muara Wis,Muara Enggelam,-0.235481,116.325259,75.55596456634979,13.347862762200691,8.731255799692207,1,0,0,Cukup Terjangkau
143,Muara Wis,Muara Wis,-0.333450873623,116.503960543347,53.77423947678924,10.273546046508375,6.800804429013732,6,1,0,Dekat Pusat Kota/Infrastruktur
144,Muara Wis,Sebemban,-0.327662,116.443073,60.558498483404065,3.5354916776817196,5.179819845978955,5,1,0,Dekat Pusat Kota/Infrastruktur
145,Samboja,Beringin Agung,-0.95476,117.067564,60.82362737777095,7.910637038591774,2.2715671893817513,2,0,0,Cukup Terjangkau
146,Samboja,Bukit Raya,-0.971958,117.056537,62.53534281148275,5.64627946859601,2.2715671893817513,2,0,0,Cukup Terjangkau
147,Samboja,Karya Jaya,-1.043371,117.058089,70.43259516889253,4.0179433504553215,7.942637753479265,2,0,0,Cukup Terjangkau
148,Samboja,Tani Bhakti,-1.098302,116.950921,76.08514932778,12.859467172454696,13.388895577926123,0,0,0,Cukup Terjangkau
149,Sanga-Sanga,Jawa,-0.6903639,117.2227203,40.788816866434054,5.708514027760326,4.605315049863966,5,1,0,Dekat Pusat Kota/Infrastruktur
150,Sanga-Sanga,Pendingin,-0.667805,117.281449,43.707369811646636,3.249265881886017,4.2478004707689,4,1,0,Dekat Pusat Kota/Infrastruktur
151,Sanga-Sanga,Sanga-Sanga Dalam,-0.655607,117.245245,39.78448676675207,1.3514246284255127,2.9872832407050263,4,1,0,Dekat Pusat Kota/Infrastruktur
152,Sanga-Sanga,Sanga-Sanga Muara,-0.616587,117.282415,40.36587728693074,4.8576739088965954,3.6372837376671616,5,1,0,Dekat Pusat Kota/Infrastruktur
153,Sanga-Sanga,Sarijaya,-0.629728,117.252458,38.53240823473731,2.526364764097295,2.9872832407050263,6,1,0,Dekat Pusat Kota/Infrastruktur
154,Sebulu,Beloro,-0.300424,116.922716,14.249019795220978,3.658746977182353,5.414344735504606,7,1,0,Dekat Pusat Kota/Infrastruktur
155,Sebulu,Giri Agung,-0.140652,117.083292,32.53799112220757,21.879872133628975,5.2431106503444616,2,0,0,Cukup Terjangkau
156,Sebulu,Lekaq Kidau,-0.305751,116.820392,21.55218033198707,13.341345514520892,3.0929411210261892,7,1,0,Dekat Pusat Kota/Infrastruktur
157,Sebulu,Manunggal Daya,-0.181115,116.956696,26.11024703298046,10.160781150602613,3.9930426039805527,7,1,0,Dekat Pusat Kota/Infrastruktur
158,Sebulu,Mekar Jaya,-0.1590415,116.9850212,28.431988479087938,13.524190530897096,2.861751202249873,4,1,0,Dekat Pusat Kota/Infrastruktur
159,Sebulu,Sanggulan,-0.3776475,116.8256424,17.726646501151922,17.06481328329204,4.2627920727938635,6,1,0,Dekat Pusat Kota/Infrastruktur
160,Sebulu,Sebulu Ilir,-0.2787677,117.0073745,15.403243948105287,8.12190396167679,2.5430014407608947,5,1,0,Dekat Pusat Kota/Infrastruktur
161,Sebulu,Sebulu Modern,-0.301309,116.971401,12.650829559621855,5.359951379310777,4.720443655222114,7,1,0,Dekat Pusat Kota/Infrastruktur
